PeakID (cmd=annotatePeaks.pl /exports/humgen/jihed/Coordinate_TOKEEP/atac_peaks/ATAC_Veronica_DN1/DN1_KO_more_accessible_allvsall.txt mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Merged-chr6-130430793-3	chr6	130430637	130430928	+	4.29	NA	Intergenic	Intergenic	-43908	NM_016659	16627	Mm.24399	NM_016659	ENSMUSG00000079853	Klra1	A1|CH29-493D4.3|Klra22|Ly49a|Ly49o<129>|Ly49v	killer cell lectin-like receptor, subfamily A, member 1	protein-coding
Merged-chr9-28540190-1	chr9	28540085	28540297	+	4.29	NA	intron (NM_177906, intron 1 of 6)	intron (NM_177906, intron 1 of 6)	135863	NM_177906	330908	Mm.379474	NM_177906	ENSMUSG00000062257	Opcml	2900075O15Rik|3732419F12|AI844366|B930023M13Rik|C230027C17|Gm181|Obcam	opioid binding protein/cell adhesion molecule-like	protein-coding
Merged-chr19-43201021-1	chr19	43200897	43201146	+	4.29	NA	intron (NM_001081257, intron 3 of 11)	ORR1E|LTR|ERVL-MaLR	187334	NM_001081257	545291	Mm.442200	NM_001081257	ENSMUSG00000074852	Hpse2	Gm968|Hpa2	heparanase 2	protein-coding
Merged-chr12-100970182-4	chr12	100969901	100970401	+	4.29	NA	intron (NM_001362342, intron 6 of 6)	intron (NM_001362342, intron 6 of 6)	51617	NR_035421	100316805		NR_035421	ENSMUSG00000080575	Mir1190	Mirn1190|mmu-mir-1190	microRNA 1190	ncRNA
Merged-chr9-124102049-1	chr9	124101952	124102147	+	4.29	NA	promoter-TSS (NM_009915)	promoter-TSS (NM_009915)	-134	NM_009915	12772	Mm.6272	NM_009915	ENSMUSG00000049103	Ccr2	Cc-ckr-2|Ccr2a|Ccr2b|Ckr2|Ckr2a|Ckr2b|Cmkbr2|mJe-r	chemokine (C-C motif) receptor 2	protein-coding
Merged-chr3-96497897-1	chr3	96497813	96497982	+	4.29	NA	Intergenic	Intergenic	-27288	NM_027126	69585	Mm.171314	NM_027126	ENSMUSG00000038403	Hjv	2310035L15Rik|5230400G09Rik|AI414844|AI789733|DL-M|Hfe2|Rgmc|hemojuvelin	hemojuvelin BMP co-receptor	protein-coding
Merged-chr8-8491172-2	chr8	8491007	8491353	+	4.29	NA	Intergenic	Intergenic	170062	NM_010111	13642	Mm.209813	NM_010111	ENSMUSG00000001300	Efnb2	ELF-2|Epl5|Eplg5|Htk-L|LERK-5|Lerk5|NLERK-1	ephrin B2	protein-coding
Merged-chr10-7929148-3	chr10	7928882	7929440	+	4.28	NA	intron (NM_138667, intron 1 of 6)	intron (NM_138667, intron 1 of 6)	23904	NM_001359534	68652	Mm.193041	NM_138667	ENSMUSG00000015755	Tab2	1110030N06Rik|A530078N03Rik|Map3k7ip2|mKIAA0733	TGF-beta activated kinase 1/MAP3K7 binding protein 2	protein-coding
Merged-chr11-63148557-1	chr11	63148407	63148709	+	4.28	NA	intron (NM_001302261, intron 2 of 3)	intron (NM_001302261, intron 2 of 3)	15755	NM_001302260	18858	Mm.1237	NM_008885	ENSMUSG00000018217	Pmp22	22kDa|Gas-3|HNPP|TRE002|Tr|trembler	peripheral myelin protein 22	protein-coding
Merged-chr11-120343906-1	chr11	120343819	120343994	+	4.28	NA	Intergenic	Intergenic	3507	NR_105900	102465564		NR_105900	ENSMUSG00000098955	Mir6935	Gm27344|mmu-mir-6935	microRNA 6935	ncRNA
Merged-chr3-28432042-4	chr3	28431685	28432241	+	4.28	NA	intron (NM_001163009, intron 2 of 30)	intron (NM_001163009, intron 2 of 30)	12020	NR_130342	100628591		NR_130342	ENSMUSG00000092990	Mir466q	Mir446q|mmu-mir-466q|mu-mir-446q	microRNA 466q	ncRNA
Merged-chr17-45503789-1	chr17	45503597	45503983	+	4.28	NA	Intergenic	Intergenic	-3042	NM_001358000	224805	Mm.329063	NM_198608	ENSMUSG00000023938	Aars2	Aarsl|AlaRS|Gm89	alanyl-tRNA synthetase 2, mitochondrial	protein-coding
Merged-chr9-94453307-4	chr9	94453105	94453444	+	4.28	NA	Intergenic	Intergenic	84807	NM_001033145	68861	Mm.258746	NM_001033145	ENSMUSG00000045414	Dipk2a	1190002N15Rik|GoPro49|HASF	divergent protein kinase domain 2A	protein-coding
Merged-chr4-65507082-2	chr4	65506804	65507354	+	4.28	NA	intron (NM_207109, intron 19 of 22)	MTC|LTR|ERVL-MaLR	-97907	NM_001161782	69807	Mm.22786	NM_053084	ENSMUSG00000051675	Trim32	1810045E12Rik|3f3|BBS11|Zfp117	tripartite motif-containing 32	protein-coding
Merged-chr17-33865620-4	chr17	33865437	33865841	+	4.28	NA	Intergenic	Intergenic	21094	NR_105933	102466211		NR_105933	ENSMUSG00000098586	Gm27775	Mir6967|Mir6967-1|mmu-mir-6967|mmu-mir-6967-1	predicted gene, 27775	ncRNA
Merged-chr1-10919436-1	chr1	10919149	10919724	+	4.27	NA	Intergenic	Tigger13a|DNA|TcMar-Tigger	-53562	NR_030645	100124448		NR_030645	ENSMUSG00000076948	Mir467e	Mirn467e	microRNA 467e	ncRNA
Merged-chr10-39535498-1	chr10	39535413	39535585	+	4.27	NA	intron (NM_001122893, intron 12 of 13)	intron (NM_001122893, intron 12 of 13)	-77435	NM_134000	103213	Mm.436686	NM_134000	ENSMUSG00000019842	Traf3ip2	AI429613|Act1|CIKS	TRAF3 interacting protein 2	protein-coding
Merged-chr8-84961016-1	chr8	84960950	84961083	+	4.27	NA	intron (NM_027187, intron 4 of 7)	B2_Mm1t|SINE|B2	5060	NM_027187	69724	Mm.182470	NM_027187	ENSMUSG00000052926	Rnaseh2a	2400006P09Rik|RNASEHI|RNHIA|RNHL	ribonuclease H2, large subunit	protein-coding
Merged-chr15-41973436-3	chr15	41973267	41973572	+	4.27	NA	Intergenic	Intergenic	-103699	NM_175456	223513	Mm.148913	NM_175456	ENSMUSG00000042895	Abra	C130068O12Rik|STARS	actin-binding Rho activating protein	protein-coding
Merged-chr6-12515450-1	chr6	12515320	12515582	+	4.27	NA	intron (NM_001164805, intron 2 of 26)	intron (NM_001164805, intron 2 of 26)	233802	NM_001164805	330267	Mm.11989	NM_001164805	ENSMUSG00000032625	Thsd7a	Gm837	thrombospondin, type I, domain containing 7A	protein-coding
Merged-chr12-25601077-3	chr12	25600960	25601213	+	4.27	NA	Intergenic	MTD|LTR|ERVL-MaLR	471912	NR_045844	432641	Mm.112955	NR_045844		Gm17746	-	predicted gene, 17746	ncRNA
Merged-chr1-12574427-4	chr1	12574135	12574622	+	4.27	NA	Intergenic	RLTR45|LTR|ERVK	-93185	NR_045297	329096	Mm.417782	NR_045297	ENSMUSG00000097171	Gm17644	4932411L15	predicted gene, 17644	ncRNA
Merged-chr4-45163893-1	chr4	45163810	45163977	+	4.27	NA	Intergenic	Intergenic	-21013	NM_001081172	666060	Mm.24783	NM_001081172	ENSMUSG00000035615	Frmpd1	BC031840|mKIAA0967	FERM and PDZ domain containing 1	protein-coding
Merged-chr1-54690804-1	chr1	54690739	54690870	+	4.27	NA	intron (NM_001081433, intron 16 of 27)	intron (NM_001081433, intron 16 of 27)	-133120	NM_001163314	241062	Mm.103539	NM_175508	ENSMUSG00000073678	Pgap1	5033403E17Rik|9030223K07Rik|A530084K22|D230012E17Rik|oto	post-GPI attachment to proteins 1	protein-coding
Merged-chr4-33387342-3	chr4	33387079	33387519	+	4.27	NA	intron (NM_001305273, intron 12 of 15)	Lx7|LINE|L1	-50782	NR_106198	102465904		NR_106198	ENSMUSG00000098310	Mir8118	Gm27954|mmu-mir-8118	microRNA 8118	ncRNA
Merged-chr9-56449172-1	chr9	56449048	56449298	+	4.27	NA	intron (NM_025812, intron 1 of 9)	intron (NM_025812, intron 1 of 9)	30554	NM_025812	66867	Mm.150856	NM_025812	ENSMUSG00000032329	Hmg20a	1200004E06Rik|5730490E10Rik|Hmgxb1|Ibraf	high mobility group 20A	protein-coding
Merged-chr9-54474314-1	chr9	54474233	54474397	+	4.27	NA	intron (NM_172771, intron 3 of 43)	L2c|LINE|L2	27311	NM_172771	235380	Mm.93636	NM_172771	ENSMUSG00000041268	Dmxl2	6330586A12|6430411K14Rik|E130119P06Rik|mKIAA0856	Dmx-like 2	protein-coding
Merged-chr7-142435611-5	chr7	142435320	142435838	+	4.27	NA	intron (NM_001285858, intron 1 of 8)	intron (NM_001285858, intron 1 of 8)	602	NM_001285858	55925	Mm.213002	NM_018802	ENSMUSG00000031098	Syt8	-	synaptotagmin VIII	protein-coding
Merged-chr4-101176357-2	chr4	101176109	101176689	+	4.27	NA	intron (NM_013567, intron 8 of 22)	intron (NM_013567, intron 8 of 22)	88824	NM_013567	16451	Mm.289657	NM_013567	ENSMUSG00000028530	Jak1	AA960307|BAP004|C130039L05Rik	Janus kinase 1	protein-coding
Merged-chr12-83864810-1	chr12	83864666	83864955	+	4.27	NA	intron (NR_073563, intron 2 of 10)	AT_rich|Low_complexity|Low_complexity	12002	NM_001272056	18222	Mm.4390	NM_010949	ENSMUSG00000021224	Numb	Nb	NUMB endocytic adaptor protein	protein-coding
Merged-chr11-105071005-3	chr11	105070833	105071212	+	4.26	NA	Intergenic	Intergenic	-21197	NM_001081046	70894	Mm.87320	NM_001081046	ENSMUSG00000020690	Efcab3	4921510J17Rik	EF-hand calcium binding domain 3	protein-coding
Merged-chr9-18930272-2	chr9	18930125	18930427	+	4.26	NA	Intergenic	RLTR45|LTR|ERVK	-14374	NM_001011824	258075	Mm.377343	NM_001011824	ENSMUSG00000095957	Olfr832	MOR153-1	olfactory receptor 832	protein-coding
Merged-chr3-150127396-3	chr3	150127099	150127648	+	4.26	NA	Intergenic	Intergenic	852636	NR_040591	381482	Mm.393866	NR_040591		Gm1653	-	predicted gene 1653	ncRNA
Merged-chr1-10943247-2	chr1	10943092	10943419	+	4.26	NA	Intergenic	Intergenic	-50210	NM_029525	109294	Mm.123247	NM_029525	ENSMUSG00000048960	Prex2	6230420N16Rik|AI316880|AI553603|C030045D06Rik|D430013K02|Depdc2|P-Rex2	phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 2	protein-coding
Merged-chr13-104515233-1	chr13	104515130	104515338	+	4.25	NA	Intergenic	Intergenic	227399	NM_001081020	108154	Mm.208125	NM_175496	ENSMUSG00000046169	Adamts6	A930019D11Rik|ADAM-TS6|b2b1879.1Clo|b2b2029Clo|b2b2182Clo|b2b2187.1Clo|b2b2228Clo	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 6	protein-coding
Merged-chr15-94417957-1	chr15	94417881	94418034	+	4.25	NA	Intergenic	Intergenic	-13607	NM_001164785	223838	Mm.214132	NM_177431	ENSMUSG00000022449	Adamts20	Adamst20|bt	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 20	protein-coding
Merged-chr3-29370720-1	chr3	29370653	29370788	+	4.25	NA	intron (NM_029412, intron 5 of 14)	intron (NM_029412, intron 5 of 14)	-46103	NR_030422	791072		NR_030422	ENSMUSG00000076120	Mir551b	Mirn551b|mir-551b	microRNA 551b	ncRNA
Merged-chr12-91330624-1	chr12	91330421	91330828	+	4.25	NA	intron (NM_181815, intron 9 of 25)	RSINE1|SINE|B4	53785	NM_181815	75216	Mm.312204	NM_181815	ENSMUSG00000061533	Cep128	4930534B04Rik|5430424K18Rik|AI449708|AI480494|E230024F20	centrosomal protein 128	protein-coding
Merged-chr2-98605078-2	chr2	98604916	98605235	+	4.25	NA	Intergenic	RLTR45|LTR|ERVK	1137418	NM_001363049	241568	Mm.241682	NM_178725	ENSMUSG00000050587	Lrrc4c	6430556C10Rik|NGL-1	leucine rich repeat containing 4C	protein-coding
Merged-chr15-52944799-2	chr15	52944661	52944917	+	4.25	NA	Intergenic	Intergenic	232344	NM_027212	69790	Mm.195562	NM_027212	ENSMUSG00000038622	Med30	1810038N03Rik|2510044J04Rik|TRAP25|Thrap6	mediator complex subunit 30	protein-coding
Merged-chr8-72780450-2	chr8	72780288	72780707	+	4.24	NA	Intergenic	RLTR45|LTR|ERVK	18838	NM_007975	14065	Mm.12948	NM_007975	ENSMUSG00000050147	F2rl3	PAR4	coagulation factor II (thrombin) receptor-like 3	protein-coding
Merged-chr16-73821785-2	chr16	73821535	73821938	+	4.24	NA	Intergenic	Intergenic	520331	NR_030464	751561		NR_030464	ENSMUSG00000104758	Mir691	Mirn691|mir-691|mmu-mir-691	microRNA 691	ncRNA
Merged-chr11-109925286-3	chr11	109924995	109925550	+	4.24	NA	Intergenic	RLTR45|LTR|ERVK	70573	NM_013851	27404	Mm.341004	NM_013851	ENSMUSG00000020620	Abca8b	Abca8	ATP-binding cassette, sub-family A (ABC1), member 8b	protein-coding
Merged-chr2-120844202-1	chr2	120844093	120844313	+	4.24	NA	intron (NM_080788, intron 1 of 15)	intron (NM_080788, intron 1 of 15)	6215	NM_001024856	140810	Mm.275698	NM_080788	ENSMUSG00000090100	Ttbk2	2610507N02Rik|AI326283|B930008N24Rik|TTK|Ttbk|Ttbk1|mKIAA0847	tau tubulin kinase 2	protein-coding
Merged-chr18-75250827-1	chr18	75250754	75250902	+	4.24	NA	intron (NM_027727, intron 16 of 16)	intron (NM_027727, intron 16 of 16)	46489	NR_045394	100503117	Mm.250517	NR_045393	ENSMUSG00000102047	2010010A06Rik	5033420E22Rik	RIKEN cDNA 2010010A06 gene	ncRNA
Merged-chr8-119946523-2	chr8	119946368	119946729	+	4.24	NA	intron (NM_009462, intron 4 of 13)	intron (NM_009462, intron 4 of 13)	36188	NM_001310630	22224	Mm.256910	NM_009462	ENSMUSG00000031826	Usp10	2610014N07Rik|UBPO|Uchrp|mKIAA0190	ubiquitin specific peptidase 10	protein-coding
Merged-chr13-22753068-3	chr13	22752866	22753263	+	4.24	NA	Intergenic	RLTR45|LTR|ERVK	20261	NM_134218	171252	Mm.390562	NM_134218	ENSMUSG00000071493	Vmn1r208	V1rh9|Vmn1r208-ps	vomeronasal 1 receptor 208	protein-coding
Merged-chr10-102514344-2	chr10	102514202	102514512	+	4.24	NA	intron (NM_146240, intron 1 of 1)	intron (NM_146240, intron 1 of 1)	2135	NM_146240	237504	Mm.282672	NM_146240	ENSMUSG00000044921	Rassf9	AW322107|Pamci	Ras association (RalGDS/AF-6) domain family (N-terminal) member 9	protein-coding
Merged-chr10-72621883-1	chr10	72621653	72622114	+	4.24	NA	Intergenic	Intergenic	-32963	NM_001293683	52696	Mm.62876	NM_025635	ENSMUSG00000019923	Zwint	2010007E07Rik|2600001N01Rik|D10Ertd749e|Zwint-1	ZW10 interactor	protein-coding
Merged-chr15-102287676-2	chr15	102287546	102287790	+	4.24	NA	Intergenic	B2_Mm2|SINE|B2	8212	NM_134100	106073	Mm.287740	NM_134100	ENSMUSG00000045665	Mfsd5	AA409375|AW556797|D15Mgi27	major facilitator superfamily domain containing 5	protein-coding
Merged-chr17-89905125-4	chr17	89904845	89905499	+	4.24	NA	Intergenic	RLTR45|LTR|ERVK	183196	NM_001346962	18189	Mm.478418	NM_020252	ENSMUSG00000024109	Nrxn1	1700062G21Rik|9330127H16Rik|A230068P09Rik|mKIAA0578	neurexin I	protein-coding
Merged-chr3-101236376-2	chr3	101236166	101236555	+	4.24	NA	Intergenic	Intergenic	51579	NM_013486	12481	Mm.22842	NM_013486	ENSMUSG00000027863	Cd2	LFA-2|Ly-37|Ly37	CD2 antigen	protein-coding
Merged-chr1-35234225-2	chr1	35234022	35234408	+	4.23	NA	Intergenic	RLTR45|LTR|ERVK	384226	NM_001357425	226971	Mm.292751	NM_145516	ENSMUSG00000026123	Plekhb2	2310009M15Rik|AU018239|Evt2|Phdc|evt-2	pleckstrin homology domain containing, family B (evectins) member 2	protein-coding
Merged-chr16-70803726-1	chr16	70803597	70803857	+	4.23	NA	Intergenic	Intergenic	187302	NR_040474	52645	Mm.188475	NR_040474	ENSMUSG00000116792	D16Ertd519e	-	DNA segment, Chr 16, ERATO Doi 519, expressed	ncRNA
Merged-chr7-140676192-1	chr7	140676016	140676370	+	4.23	NA	Intergenic	MMERVK9C_I-int|LTR|ERVK	8904	NM_146961	258963	Mm.377773	NM_146961	ENSMUSG00000059136	Olfr539	MOR253-4	olfactory receptor 539	protein-coding
Merged-chr6-114680901-4	chr6	114680539	114681198	+	4.23	NA	intron (NM_001253717, intron 6 of 19)	ORR1F|LTR|ERVL-MaLR	37771	NM_028835	74244	Mm.275332	NM_028835	ENSMUSG00000030314	Atg7	1810013K23Rik|Agp7|Apg7l|Atg7l|Gm21553	autophagy related 7	protein-coding
Merged-chr17-75461907-2	chr17	75461789	75462007	+	4.23	NA	intron (NM_001166493, intron 1 of 16)	intron (NM_001166493, intron 1 of 16)	-3640	NM_001360103	240168	Mm.329203	NM_207246	ENSMUSG00000071042	Rasgrp3	BC066069|Gm327	RAS, guanyl releasing protein 3	protein-coding
Merged-chr6-22124682-3	chr6	22124496	22124879	+	4.23	NA	intron (NM_001081351, intron 10 of 21)	intron (NM_001081351, intron 10 of 21)	138777	NM_001081351	214642	Mm.221404	NM_001081351	ENSMUSG00000062980	Cped1	6720481P07|A430107O13Rik|AI552584	cadherin-like and PC-esterase domain containing 1	protein-coding
Merged-chr6-49129979-2	chr6	49129865	49130091	+	4.23	NA	intron (NM_023670, intron 5 of 14)	intron (NM_023670, intron 5 of 14)	56183	NM_029353	75593	Mm.439947	NM_029353	ENSMUSG00000029815	Malsu1	2410003K15Rik|Matsu1	mitochondrial assembly of ribosomal large subunit 1	protein-coding
Merged-chr15-55927751-3	chr15	55927605	55927925	+	4.23	NA	Intergenic	Intergenic	-20816	NM_016667	20649	Mm.309425	NM_016667	ENSMUSG00000060429	Sntb1	-	syntrophin, basic 1	protein-coding
Merged-chr19-13198212-3	chr19	13198048	13198350	+	4.23	NA	Intergenic	Intergenic	7530	NM_146693	258688	Mm.271529	NM_146693	ENSMUSG00000094721	Olfr1462	MOR202-13	olfactory receptor 1462	protein-coding
Merged-chr7-56132159-1	chr7	56132012	56132307	+	4.23	NA	intron (NM_001360080, intron 25 of 92)	intron (NM_001360080, intron 25 of 92)	81770	NM_001360080	15204	Mm.20929	NM_010418	ENSMUSG00000030451	Herc2	D15F32S1h|D7H15F32S1|D7H15F37S1|jdf2|mKIAA0393|rjs	HECT and RLD domain containing E3 ubiquitin protein ligase 2	protein-coding
Merged-chr12-74554865-2	chr12	74554716	74555124	+	4.23	NA	Intergenic	Intergenic	257446	NM_198866	386753	Mm.341686	NM_198866		Dbpht2	Spot2	DNA binding protein with his-thr domain	protein-coding
Merged-chr15-85251046-1	chr15	85250978	85251116	+	4.22	NA	intron (NM_010180, intron 14 of 16)	intron (NM_010180, intron 14 of 16)	45039	NM_010180	14114	Mm.297992	NM_010180	ENSMUSG00000006369	Fbln1	-	fibulin 1	protein-coding
Merged-chr13-10400768-1	chr13	10400651	10400887	+	4.22	NA	Intergenic	Intergenic	-39966	NM_033269	12671	Mm.342315	NM_033269	ENSMUSG00000046159	Chrm3	Chrm-3|M3|M3R	cholinergic receptor, muscarinic 3, cardiac	protein-coding
Merged-chr7-19304168-2	chr7	19303866	19304416	+	4.22	NA	3' UTR (NM_001347586, exon 5 of 5)	3' UTR (NM_001347586, exon 5 of 5)	5904	NM_008036	14282	Mm.248335	NM_008036	ENSMUSG00000003545	Fosb	-	FBJ osteosarcoma oncogene B	protein-coding
Merged-chr18-44366546-1	chr18	44366416	44366678	+	4.22	NA	Intergenic	Intergenic	-13953	NM_027490	70640	Mm.87629	NM_027490	ENSMUSG00000024472	Dcp2	2410015D23Rik|5730537H01Rik|AL118268	decapping mRNA 2	protein-coding
Merged-chr15-8036468-3	chr15	8036276	8036832	+	4.21	NA	intron (NM_001081402, intron 7 of 17)	intron (NM_001081402, intron 7 of 17)	62655	NM_001358788	545085	Mm.321312	NM_001081402	ENSMUSG00000039828	Wdr70	4833422F06Rik	WD repeat domain 70	protein-coding
Merged-chr11-111818312-4	chr11	111818143	111818568	+	4.21	NA	Intergenic	Intergenic	752191	NM_008425	16518	Mm.4951	NM_008425	ENSMUSG00000041695	Kcnj2	IRK1|Kcnf1|Kir2.1	potassium inwardly-rectifying channel, subfamily J, member 2	protein-coding
Merged-chr3-97004090-2	chr3	97003966	97004221	+	4.21	NA	Intergenic	L2a|LINE|L2	-28309	NM_001271628	14613	Mm.281816	NM_008121	ENSMUSG00000057123	Gja5	5730555N10Rik|Cnx40|Cx40|Gja-5	gap junction protein, alpha 5	protein-coding
Merged-chr9-98492521-2	chr9	98492284	98492689	+	4.21	NA	intron (NM_009034, intron 1 of 3)	intron (NM_009034, intron 1 of 3)	1949	NM_009034	19660	Mm.12825	NM_009034	ENSMUSG00000032454	Rbp2	Crbp-2|CrbpII|Rbp-2	retinol binding protein 2, cellular	protein-coding
Merged-chr14-72597945-3	chr14	72597716	72598219	+	4.20	NA	intron (NM_207636, intron 4 of 25)	intron (NM_207636, intron 4 of 25)	112036	NM_207636	319448	Mm.205421	NM_207636	ENSMUSG00000033487	Fndc3a	1700094E19Rik|D14Ertd453e|F730017H24Rik|Fndc3|sys	fibronectin type III domain containing 3A	protein-coding
Merged-chr2-101858118-1	chr2	101857989	101858249	+	4.20	NA	intron (NM_001355625, intron 1 of 8)	LTR72_RN|LTR|ERV1	-19139	NM_001110849	72446	Mm.24138	NM_175181	ENSMUSG00000032841	Prr5l	2600010E01Rik|4833411O04Rik|Protor-2|Protor2	proline rich 5 like	protein-coding
Merged-chr3-156236245-1	chr3	156236153	156236339	+	4.20	NA	Intergenic	Lx7|LINE|L1	259892	NR_040553	329780	Mm.119000	NR_040553	ENSMUSG00000104553	9330178D15Rik	9330178D15	RIKEN cDNA 9330178D15 gene	ncRNA
Merged-chr18-81839153-1	chr18	81839053	81839254	+	4.20	NA	Intergenic	Intergenic	152927	NR_039589	100628596		NR_039589	ENSMUSG00000093036	Mir5127	mmu-mir-5127|mu-mir-5127	microRNA 5127	ncRNA
Merged-chr7-49253226-1	chr7	49253161	49253292	+	4.20	NA	intron (NM_175272, intron 1 of 37)	intron (NM_175272, intron 1 of 37)	7037	NM_175272	78286	Mm.333881	NM_175272	ENSMUSG00000052512	Nav2	5330421F07Rik|AU067780|BQ960892|HELAD1|POMFIL2|RAINB1|RAINB2|Unc53H2|mKIAA3015	neuron navigator 2	protein-coding
Merged-chr5-64635008-1	chr5	64634879	64635138	+	4.20	NA	Intergenic	L1MC|LINE|L1	-24309	NR_045078	100042198	Mm.25191	NR_045078	ENSMUSG00000105402	Gm3716	Gm1683	predicted gene 3716	ncRNA
Merged-chr7-45024014-1	chr7	45023924	45024106	+	4.20	NA	Intergenic	B2_Mm1t|SINE|B2	4418	NM_001360133	20130	Mm.389894	NM_009101	ENSMUSG00000038387	Rras	AI573426	related RAS viral (r-ras) oncogene	protein-coding
Merged-chr1-165393180-2	chr1	165392988	165393353	+	4.20	NA	intron (NM_028759, intron 7 of 18)	ID_B1|SINE|B4	67293	NM_028759	74106	Mm.227605	NM_028759	ENSMUSG00000026571	Dcaf6	1200006M05Rik|Iqwd1|PC326	DDB1 and CUL4 associated factor 6	protein-coding
Merged-chr1-80131531-1	chr1	80131445	80131619	+	4.20	NA	Intergenic	B4A|SINE|B4	82412	NM_173425	241128	Mm.145511	NM_173425	ENSMUSG00000043230	Fam124b	A830043J08Rik	family with sequence similarity 124, member B	protein-coding
Merged-chr16-65406072-1	chr16	65406009	65406137	+	4.20	NA	Intergenic	Intergenic	-114439	NM_008849	18736	Mm.355440	NM_008849	ENSMUSG00000004842	Pou1f1	GHF-1|Hmp1|Pit-1|Pit1|Pit1-rs1|dw|dwarf	POU domain, class 1, transcription factor 1	protein-coding
Merged-chr6-87728318-3	chr6	87728100	87728569	+	4.20	NA	Intergenic	MTD|LTR|ERVL-MaLR	-2535	NM_001159697	58229	Mm.333229	NM_021418	ENSMUSG00000068263	Efcc1	Ccdc48	EF hand and coiled-coil domain containing 1	protein-coding
Merged-chr16-65066487-1	chr16	65066390	65066585	+	4.20	NA	intron (NM_008310, intron 2 of 2)	intron (NM_008310, intron 2 of 2)	39297	NM_008310	15557	Mm.5040	NM_008310	ENSMUSG00000050783	Htr1f	Htr1eb	5-hydroxytryptamine (serotonin) receptor 1F	protein-coding
Merged-chr14-122201199-2	chr14	122201111	122201319	+	4.20	NA	intron (NM_029556, intron 1 of 7)	intron (NM_029556, intron 1 of 7)	19521	NM_029556	69634	Mm.34608	NM_029556	ENSMUSG00000025545	Clybl	0610033J05Rik|2310014M14Rik|AI256068|Clb	citrate lyase beta like	protein-coding
Merged-chr18-29764398-1	chr18	29764221	29764576	+	4.20	NA	Intergenic	Intergenic	-267982	NR_045391	78058	Mm.416952	NR_045391	ENSMUSG00000117618	4930578E11Rik	-	RIKEN cDNA 4930578E11 gene	ncRNA
Merged-chr18-70021845-1	chr18	70021745	70021947	+	4.20	NA	intron (NM_001082553, intron 2 of 6)	intron (NM_001082553, intron 2 of 6)	31742	NM_001302798	80718	Mm.246753	NM_030554	ENSMUSG00000024511	Rab27b	2310021G14Rik|B130064M09Rik	RAB27B, member RAS oncogene family	protein-coding
Merged-chr15-77161565-1	chr15	77161496	77161635	+	4.20	NA	intron (NM_175387, intron 2 of 12)	intron (NM_175387, intron 2 of 12)	-7720	NM_001358771	93686	Mm.202774	NM_053104	ENSMUSG00000033565	Rbfox2	Fbm2|Fxh|Hrnbp2|Rbm9	RNA binding protein, fox-1 homolog (C. elegans) 2	protein-coding
Merged-chr2-14602931-1	chr2	14602814	14603050	+	4.20	NA	Intergenic	Intergenic	-1374	NM_023116	12296	Mm.313930	NM_023116	ENSMUSG00000057914	Cacnb2	AW060387|CAB2|Cavbeta2|Cchb2	calcium channel, voltage-dependent, beta 2 subunit	protein-coding
Merged-chr13-63126817-1	chr13	63126753	63126883	+	4.20	NA	intron (NM_001289926, intron 5 of 15)	intron (NM_001289926, intron 5 of 15)	-113211	NR_110520	72061	Mm.188105	NM_028079	ENSMUSG00000021458	Aopep	2010111I01Rik|2300006M17Rik|AP-O|AW742919|ApO|mir-23b|mir-24-1|mir-27b	aminopeptidase O	protein-coding
Merged-chr7-49270026-2	chr7	49269880	49270154	+	4.20	NA	intron (NM_175272, intron 1 of 37)	intron (NM_175272, intron 1 of 37)	23828	NM_175272	78286	Mm.333881	NM_175272	ENSMUSG00000052512	Nav2	5330421F07Rik|AU067780|BQ960892|HELAD1|POMFIL2|RAINB1|RAINB2|Unc53H2|mKIAA3015	neuron navigator 2	protein-coding
Merged-chr12-12149364-1	chr12	12149192	12149537	+	4.20	NA	Intergenic	Intergenic	-112813	NM_001146119	76820	Mm.440802	NM_029758	ENSMUSG00000020589	Fam49a	2410157M17Rik|9630047E15|D12Ertd553e	family with sequence similarity 49, member A	protein-coding
Merged-chr8-72212040-1	chr8	72211976	72212105	+	4.20	NA	intron (NM_001080812, intron 1 of 4)	intron (NM_001080812, intron 1 of 4)	797	NM_001080812	234421	Mm.211247	NM_001080812	ENSMUSG00000074240	Cib3	C730014M21Rik|Gm1107|KIP3	calcium and integrin binding family member 3	protein-coding
Merged-chr7-137595868-1	chr7	137595708	137596030	+	4.19	NA	Intergenic	Intergenic	158195	NR_033611	620016	Mm.388932	NR_033611	ENSMUSG00000100863	Gm12669	-	glutaredoxin 3 pseudogene	pseudo
Merged-chr11-80287427-3	chr11	80287248	80287605	+	4.19	NA	Intergenic	Intergenic	-13486	NM_139228	246104	Mm.194148	NM_139228	ENSMUSG00000017692	Rhbdl3	AI847581|Rhbdl4|Rhomr1|Vrho	rhomboid like 3	protein-coding
