PeakID (cmd=annotatePeaks.pl /exports/humgen/jihed/Coordinate_TOKEEP/atac_peaks/ATAC_Veronica_DN1/DN1_KO_less_accessible_allvsall.txt mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Merged-chr17-51485182-1	chr17	51485028	51485337	+	4.40	NA	intron (NR_037264, intron 3 of 4)	MTEa|LTR|ERVL-MaLR	-36913	NR_046166	328837	Mm.236143	NR_046166	ENSMUSG00000117204	C330011F03Rik	C330011F03	RIKEN cDNA C330011F03 gene	ncRNA
Merged-chr10-92334117-1	chr10	92334032	92334204	+	4.40	NA	intron (NR_046027, intron 2 of 8)	intron (NR_046027, intron 2 of 8)	41255	NR_046027	627800	Mm.391417	NR_046027	ENSMUSG00000098040	Gm20757	-	predicted gene, 20757	ncRNA
Merged-chr9-59698371-1	chr9	59698183	59698561	+	4.39	NA	Intergenic	MLT1M|LTR|ERVL-MaLR	-9265	NM_001357686	546134	Mm.297580	NM_001033498	ENSMUSG00000074259	Gramd2	BC064463|Gramd2a	GRAM domain containing 2	protein-coding
Merged-chr12-41645143-2	chr12	41644940	41645308	+	4.39	NA	intron (NM_053122, intron 5 of 6)	intron (NM_053122, intron 5 of 6)	-159067	NM_001271708	16981	Mm.404786	NM_010733	ENSMUSG00000036295	Lrrn3	NLRR-3	leucine rich repeat protein 3, neuronal	protein-coding
Merged-chr3-20661949-1	chr3	20661886	20662013	+	4.37	NA	Intergenic	Intergenic	-294772	NM_175086	11608	Mm.134863	NM_175086	ENSMUSG00000054988	Agtr1b	AT1B|AT2R1B|Agtr-1b|Angtr-1b	angiotensin II receptor, type 1b	protein-coding
Merged-chr3-122787044-1	chr3	122786950	122787139	+	4.37	NA	intron (NM_153422, intron 7 of 20)	LTR16B2|LTR|ERVL	14936	NR_045168	71647	Mm.449992	NR_045168	ENSMUSG00000106583	4930447N08Rik	-	RIKEN cDNA 4930447N08 gene	ncRNA
Merged-chr4-61897208-1	chr4	61897141	61897277	+	4.37	NA	Intergenic	MMERGLN-int|LTR|ERV1	-62029	NM_008649	17844	Mm.445286	NM_008649	ENSMUSG00000058523	Mup5	Mup18	major urinary protein 5	protein-coding
Merged-chr8-111549891-1	chr8	111549803	111549981	+	4.37	NA	intron (NM_001363489, intron 1 of 4)	ID_B1|SINE|B4	11549	NM_001363489	170737	Mm.271578	NM_133206	ENSMUSG00000033545	Znrf1	B830022L21Rik|Rnf42|Zrfp1|nin283	zinc and ring finger 1	protein-coding
Merged-chr15-66906518-1	chr15	66906423	66906615	+	4.37	NA	exon (NM_018865, exon 2 of 5)	exon (NM_018865, exon 2 of 5)	15150	NR_157336	22402	Mm.10222	NM_018865	ENSMUSG00000005124	Ccn4	AW146261|Elm1|Wisp1	cellular communication network factor 4	protein-coding
Merged-chr7-47028786-3	chr7	47028661	47028923	+	4.37	NA	Intergenic	MLT1F|LTR|ERVL-MaLR	-20378	NM_175318	101685	Mm.155687	NM_175318	ENSMUSG00000049516	Spty2d1	5830435K17Rik|AI852426|P16H6	SPT2, Suppressor of Ty, domain containing 1 (S. cerevisiae)	protein-coding
Merged-chr2-160327903-1	chr2	160327814	160327993	+	4.37	NA	promoter-TSS (NM_001033411)	promoter-TSS (NM_001033411)	-409	NM_001033411	329554	Mm.291144	NM_001033411	ENSMUSG00000074623	Gm826	-	predicted gene 826	protein-coding
Merged-chr11-44632758-1	chr11	44632665	44632853	+	4.37	NA	exon (NM_001290709, exon 5 of 16)	exon (NM_001290709, exon 5 of 16)	12531	NM_001362569	13591	Mm.439662	NM_007897	ENSMUSG00000057098	Ebf1	Ebf|O/E-1|OE-1|Olf-1|Olf1	early B cell factor 1	protein-coding
Merged-chr4-33887638-1	chr4	33887508	33887769	+	4.37	NA	Intergenic	Lx9|LINE|L1	-36626	NM_001355020	12801	Mm.7992	NM_007726	ENSMUSG00000044288	Cnr1	CB-R|CB1|CB1A|CB1B|CB1R	cannabinoid receptor 1 (brain)	protein-coding
Merged-chr19-17366931-1	chr19	17366839	17367024	+	4.37	NA	intron (NM_010265, intron 1 of 2)	B3|SINE|B2	5913	NM_010265	14537	Mm.244825	NM_010265	ENSMUSG00000038843	Gcnt1	5630400D21Rik|B130048E03|C2 GlcNAcT|C2GNT|IGnT	glucosaminyl (N-acetyl) transferase 1, core 2	protein-coding
Merged-chr8-25161299-1	chr8	25161187	25161413	+	4.37	NA	exon (NM_177089, exon 12 of 13)	exon (NM_177089, exon 12 of 13)	-2067	NR_106187	102467006		NR_106187	ENSMUSG00000099142	Mir8108	Gm27484|mmu-mir-8108	microRNA 8108	ncRNA
Merged-chr10-26063094-1	chr10	26062966	26063223	+	4.37	NA	intron (NM_029881, intron 1 of 1)	intron (NM_029881, intron 1 of 1)	-15161	NR_028030	100040851	Mm.478630	NR_028030	ENSMUSG00000039098	Gm9767	-	predicted gene 9767	ncRNA
Merged-chr12-16552552-1	chr12	16552495	16552610	+	4.37	NA	intron (NM_001355598, intron 14 of 20)	intron (NM_001355598, intron 14 of 20)	37218	NM_001130412	14245	Mm.153625	NM_015763	ENSMUSG00000020593	Lpin1	Lipin1|fld	lipin 1	protein-coding
Merged-chr1-14987967-2	chr1	14987859	14988063	+	4.37	NA	Intergenic	Intergenic	-69099	NM_001348288	277328	Mm.186329	NM_177781	ENSMUSG00000032769	Trpa1	Anktm1|TRPA1b	transient receptor potential cation channel, subfamily A, member 1	protein-coding
Merged-chr17-27600983-1	chr17	27600881	27601086	+	4.37	NA	intron (NM_019837, intron 1 of 4)	intron (NM_019837, intron 1 of 4)	21981	NM_001291046	56409	Mm.144699	NM_019837	ENSMUSG00000024213	Nudt3	1110011B09Rik|AA960325|Dipp|Dipp1	nudix (nucleotide diphosphate linked moiety X)-type motif 3	protein-coding
Merged-chr2-92307860-1	chr2	92307749	92307973	+	4.37	NA	intron (NM_001362832, intron 6 of 18)	intron (NM_001362832, intron 6 of 18)	63196	NM_001290775	228366	Mm.31158	NM_172670	ENSMUSG00000040434	Large2	5730485C17Rik|AI891893|Gyltl1b|Largel|mKIAA4105	LARGE xylosyl- and glucuronyltransferase 2	protein-coding
Merged-chr3-121340491-1	chr3	121340397	121340586	+	4.35	NA	intron (NR_155539, intron 2 of 2)	MLT1A0|LTR|ERVL-MaLR	48751	NM_024178	66789	Mm.269881	NM_024178	ENSMUSG00000039887	Alg14	5430428G01Rik|AI854024	asparagine-linked glycosylation 14	protein-coding
Merged-chr2-60560004-1	chr2	60559906	60560104	+	4.35	NA	Intergenic	Intergenic	-6697	NM_008867	18779	Mm.5092	NM_008867	ENSMUSG00000054580	Pla2r1	Pla2-r|Pla2g1br|Pla2r	phospholipase A2 receptor 1	protein-coding
Merged-chr13-104045300-1	chr13	104045018	104045583	+	4.34	NA	intron (NM_029447, intron 9 of 12)	PB1D10|SINE|Alu	64314	NM_029447	75805	Mm.127692	NM_029447	ENSMUSG00000021710	Nln	4930472G13Rik|C79345	neurolysin (metallopeptidase M3 family)	protein-coding
Merged-chr10-26358987-3	chr10	26358673	26359291	+	4.34	NA	intron (NM_172787, intron 1 of 21)	intron (NM_172787, intron 1 of 21)	15090	NM_001347467	237339	Mm.338439	NM_172787	ENSMUSG00000039089	L3mbtl3	AI481284|MBT-1	L3MBTL3 histone methyl-lysine binding protein	protein-coding
Merged-chr3-137761192-1	chr3	137761066	137761319	+	4.34	NA	Intergenic	Intergenic	22423	NR_105801	102466638		NR_105801	ENSMUSG00000099011	Mir6380	Gm27356|mmu-mir-6380	microRNA 6380	ncRNA
Merged-chr16-97255703-1	chr16	97255626	97255782	+	4.34	NA	Intergenic	Intergenic	-84969	NM_031174	13508	Mm.102437	NM_031174	ENSMUSG00000050272	Dscam	4932410A21Rik	DS cell adhesion molecule	protein-coding
Merged-chr1-105858747-2	chr1	105858622	105858863	+	4.34	NA	Intergenic	Intergenic	78019	NM_009399	21934	Mm.6251	NM_009399	ENSMUSG00000026321	Tnfrsf11a	Ly109|ODFR|OFE|Rank|TRANCE-R|mRANK	tumor necrosis factor receptor superfamily, member 11a, NFKB activator	protein-coding
Merged-chr10-86366328-1	chr10	86366211	86366446	+	4.34	NA	intron (NM_001164495, intron 4 of 6)	intron (NM_001164495, intron 4 of 6)	65916	NM_011595	21859	Mm.4871	NM_011595	ENSMUSG00000020044	Timp3	Timp-3	tissue inhibitor of metalloproteinase 3	protein-coding
Merged-chr4-123034984-1	chr4	123034893	123035076	+	4.34	NA	intron (NR_151450, intron 1 of 9)	intron (NR_151450, intron 1 of 9)	18391	NM_025873	66966	Mm.235030	NM_025873	ENSMUSG00000028653	Trit1	2310075G14Rik|AI314189|AI314635|AV099619|IPPT|IPT|MOD5	tRNA isopentenyltransferase 1	protein-coding
Merged-chr19-31990594-1	chr19	31990442	31990747	+	4.34	NA	intron (NM_018830, intron 23 of 23)	ORR1A3|LTR|ERVL-MaLR	112546	NM_018830	54447	Mm.491229	NM_018830	ENSMUSG00000024887	Asah2	AI585898	N-acylsphingosine amidohydrolase 2	protein-coding
Merged-chr14-46906824-1	chr14	46906747	46906903	+	4.34	NA	intron (NM_001037221, intron 2 of 12)	intron (NM_001037221, intron 2 of 12)	23860	NM_001037221	74480	Mm.214454	NM_028966	ENSMUSG00000021838	Samd4	1700024G08Rik|1700111L17Rik|4933436G17Rik|Samd4a|Smaug|Smaug1|sunk	sterile alpha motif domain containing 4	protein-coding
Merged-chr14-75536273-1	chr14	75536211	75536336	+	4.34	NA	Intergenic	Intergenic	55712	NM_026457	67926	Mm.23361	NM_026457	ENSMUSG00000034913	Spert	1700086N05Rik|AI596460|Nurit	spermatid associated	protein-coding
Merged-chr2-104732118-1	chr2	104732046	104732191	+	4.33	NA	intron (NM_144804, intron 1 of 8)	intron (NM_144804, intron 1 of 8)	10739	NM_144804	211896	Mm.288805	NM_144804	ENSMUSG00000027173	Depdc7	AV216087	DEP domain containing 7	protein-coding
Merged-chr5-105913569-1	chr5	105913511	105913629	+	4.33	NA	intron (NR_030777, intron 9 of 9)	intron (NR_030777, intron 9 of 9)	37002	NR_030777	54367	Mm.248876	NM_018759	ENSMUSG00000029290	Zfp326	5730470H14Rik|ZAN75|Znf326	zinc finger protein 326	protein-coding
Merged-chr16-29776084-1	chr16	29775996	29776174	+	4.33	NA	Intergenic	Intergenic	196751	NM_001199177	74143	Mm.274285	NM_133752	ENSMUSG00000038084	Opa1	1200011N24Rik|AI225888|AI847218|lilr3|mKIAA0567	OPA1, mitochondrial dynamin like GTPase	protein-coding
Merged-chr9-61402004-1	chr9	61401945	61402065	+	4.33	NA	exon (NM_001083928, exon 7 of 20)	exon (NM_001083928, exon 7 of 20)	29639	NM_009389	21887	Mm.24255	NM_009389	ENSMUSG00000032280	Tle3	2610103N05Rik|ESG|Grg3a|Grg3b|mKIAA1547	transducin-like enhancer of split 3	protein-coding
Merged-chr2-168349240-1	chr2	168349166	168349316	+	4.33	NA	Intergenic	RMER20A|LTR|ERVK	-79910	NM_001081134	241794	Mm.425102	NM_001081134	ENSMUSG00000074575	Kcng1	AW536275	potassium voltage-gated channel, subfamily G, member 1	protein-coding
Merged-chr10-17071361-1	chr10	17071279	17071445	+	4.33	NA	intron (NR_038020, intron 1 of 8)	intron (NR_038020, intron 1 of 8)	24420	NR_038020	100504235	Mm.84044	NR_038020	ENSMUSG00000101969	Gm20125	-	predicted gene, 20125	ncRNA
Merged-chr2-125513090-2	chr2	125513009	125513182	+	4.33	NA	Intergenic	(A)n|Simple_repeat|Simple_repeat	-6657	NM_007993	14118	Mm.271644	NM_007993	ENSMUSG00000027204	Fbn1	AI536462|B430209H23|Fib-1|Tsk	fibrillin 1	protein-coding
Merged-chr7-28629301-1	chr7	28629248	28629356	+	4.33	NA	intron (NM_175319, intron 2 of 12)	intron (NM_175319, intron 2 of 12)	1611	NM_175319	101744	Mm.26022	NM_175319	ENSMUSG00000037469	Acp7	AU017076|C330005M16Rik|Papl	acid phosphatase 7, tartrate resistant	protein-coding
Merged-chr1-73824489-1	chr1	73824383	73824597	+	4.32	NA	intron (NR_045311, intron 6 of 8)	intron (NR_045311, intron 6 of 8)	31085	NR_105769	102465179		NR_105769	ENSMUSG00000098504	Mir6351	Gm27936|mmu-mir-6351	microRNA 6351	ncRNA
Merged-chr10-4128721-1	chr10	4128577	4128867	+	4.32	NA	intron (NM_172308, intron 26 of 27)	intron (NM_172308, intron 26 of 27)	84398	NR_152620	102632515	Mm.416995	NR_152620	ENSMUSG00000111266	Gm30570	-	predicted gene, 30570	ncRNA
Merged-chr3-81774474-2	chr3	81774370	81774571	+	4.31	NA	Intergenic	Intergenic	-27555	NR_138586	320566	Mm.208417	NR_138586	ENSMUSG00000103695	A830029E22Rik	-	RIKEN cDNA A830029E22 gene	ncRNA
Merged-chr1-133602379-1	chr1	133602266	133602494	+	4.31	NA	Intergenic	RSINE1|SINE|B4	7900	NM_009227	20643	Mm.249110	NM_009227	ENSMUSG00000090553	Snrpe	AL022645|C76690|SME	small nuclear ribonucleoprotein E	protein-coding
Merged-chr8-64832757-1	chr8	64832685	64832830	+	4.31	NA	intron (NM_178633, intron 2 of 14)	intron (NM_178633, intron 2 of 14)	17167	NM_178633	77113	Mm.350347	NM_178633	ENSMUSG00000031605	Klhl2	6030411N21Rik|8530402H02Rik|ABP-KELCH|AU020744|Mav	kelch-like 2, Mayven	protein-coding
Merged-chr8-110039483-1	chr8	110039383	110039585	+	4.31	NA	promoter-TSS (NM_011998)	promoter-TSS (NM_011998)	-150	NM_011998	26887	Mm.89207	NM_011998	ENSMUSG00000035930	Chst4	GST-3|Gn6st-2|HEC-GlcNAc6ST	carbohydrate sulfotransferase 4	protein-coding
Merged-chr7-76433068-1	chr7	76432947	76433190	+	4.31	NA	intron (NM_001199224, intron 15 of 22)	intron (NM_001199224, intron 15 of 22)	203181	NM_001199224	244071	Mm.322829	NM_172902	ENSMUSG00000025754	Agbl1	Ccp4|D430020F16|EG244071|Nna1-l1	ATP/GTP binding protein-like 1	protein-coding
Merged-chr6-127949619-1	chr6	127949528	127949711	+	4.30	NA	intron (NM_026743, intron 7 of 7)	MER5A|DNA|hAT-Charlie	61997	NM_026743	68498	Mm.174368	NM_026743	ENSMUSG00000030351	Tspan11	1110014F12Rik|AU067806	tetraspanin 11	protein-coding
Merged-chr10-123401559-1	chr10	123401494	123401626	+	4.29	NA	intron (NM_001252387, intron 1 of 4)	intron (NM_001252387, intron 1 of 4)	137484	NM_001252387	268354	Mm.51939	NM_182807	ENSMUSG00000044071	Tafa2	6330575M02|FAM19A2 TAFA-2|Fam19a2|Sam2|Tafa-2	TAFA chemokine like family member 2	protein-coding
Merged-chr1-4936092-1	chr1	4936027	4936158	+	4.29	NA	intron (NM_001177795, intron 2 of 5)	intron (NM_001177795, intron 2 of 5)	77764	NM_001159751	21399	Mm.207263	NM_011541	ENSMUSG00000033813	Tcea1	S-II	transcription elongation factor A (SII) 1	protein-coding
Merged-chr16-90767225-1	chr16	90767137	90767314	+	4.29	NA	intron (NM_029497, intron 28 of 38)	intron (NM_029497, intron 28 of 38)	29018	NR_155757	77037	Mm.22455	NM_029844	ENSMUSG00000039956	Mrap	1110025G12Rik|C21ORF61|Falp|ORF61	melanocortin 2 receptor accessory protein	protein-coding
Merged-chr1-105828182-1	chr1	105828093	105828272	+	4.29	NA	intron (NM_009399, intron 9 of 9)	intron (NM_009399, intron 9 of 9)	47459	NM_009399	21934	Mm.6251	NM_009399	ENSMUSG00000026321	Tnfrsf11a	Ly109|ODFR|OFE|Rank|TRANCE-R|mRANK	tumor necrosis factor receptor superfamily, member 11a, NFKB activator	protein-coding
Merged-chr11-116244715-1	chr11	116244644	116244787	+	4.29	NA	TTS (NM_146032)	TTS (NM_146032)	-6624	NM_025276	14027	Mm.293683	NM_025276	ENSMUSG00000034282	Evpl	-	envoplakin	protein-coding
Merged-chr4-148500736-1	chr4	148500665	148500808	+	4.29	NA	promoter-TSS (NM_001039554)	promoter-TSS (NM_001039554)	-274	NM_001039554	654812	Mm.388929	NM_001039554	ENSMUSG00000028989	Angptl7	-	angiopoietin-like 7	protein-coding
Merged-chr12-24894141-1	chr12	24894041	24894242	+	4.29	NA	intron (NM_001083341, intron 3 of 11)	intron (NM_001083341, intron 3 of 11)	62542	NM_001083341	67216	Mm.167671	NM_026037	ENSMUSG00000020646	Mboat2	2810049G06Rik|AU022889|AW547221|LPCAT4|Moact2|Oact2	membrane bound O-acyltransferase domain containing 2	protein-coding
Merged-chr12-33221870-1	chr12	33221796	33221945	+	4.29	NA	intron (NM_028139, intron 3 of 3)	intron (NM_028139, intron 3 of 3)	74184	NM_028139	380753	Mm.41540	NM_028139	ENSMUSG00000020564	Atxn7l1	2810423G08Rik|Atxn7l4	ataxin 7-like 1	protein-coding
Merged-chr12-102199998-1	chr12	102199931	102200067	+	4.29	NA	intron (NM_172152, intron 2 of 16)	intron (NM_172152, intron 2 of 16)	71272	NM_001362345	238384	Mm.312448	NM_172152	ENSMUSG00000041771	Slc24a4	A930002M03Rik|AW492432|NCKX4	solute carrier family 24 (sodium/potassium/calcium exchanger), member 4	protein-coding
Merged-chr10-45033239-1	chr10	45033181	45033298	+	4.29	NA	Intergenic	B1F1|SINE|Alu	-33977	NM_011156	19072	Mm.37294	NM_011156	ENSMUSG00000019849	Prep	AI047692|AI450383|D10Wsu136e|PE|PEP|Pop	prolyl endopeptidase	protein-coding
Merged-chr4-25685112-1	chr4	25685014	25685211	+	4.29	NA	intron (NM_010243, intron 2 of 2)	Lx8|LINE|L1	114891	NM_010243	14348	Mm.39101	NM_010243	ENSMUSG00000055373	Fut9	AI746471|AU067636|mFUT9|mFuc-TIX	fucosyltransferase 9	protein-coding
Merged-chr5-38973659-1	chr5	38973547	38973772	+	4.29	NA	Intergenic	Intergenic	-96966	NM_013748	27278	Mm.440845	NM_013748	ENSMUSG00000039315	Clnk	MIST	cytokine-dependent hematopoietic cell linker	protein-coding
Merged-chr3-135229355-1	chr3	135229297	135229415	+	4.29	NA	intron (NM_173762, intron 13 of 45)	intron (NM_173762, intron 13 of 45)	16793	NM_173762	229841	Mm.161470	NM_173762	ENSMUSG00000045328	Cenpe	312kDa|AU019344|BC049989|C530022J18|CENP-E|Kif10	centromere protein E	protein-coding
Merged-chr10-77300719-1	chr10	77300660	77300780	+	4.29	NA	intron (NM_001024837, intron 9 of 10)	intron (NM_001024837, intron 9 of 10)	41420	NM_030262	80294	Mm.203556	NM_030262	ENSMUSG00000020260	Pofut2	2310011G23Rik|AI256847|BC003494|C21orf80|FUT13	protein O-fucosyltransferase 2	protein-coding
Merged-chr18-53444800-1	chr18	53444634	53444967	+	4.29	NA	Intergenic	Intergenic	-19746	NM_001033281	225518	Mm.297645	NM_001033281	ENSMUSG00000069378	Prdm6	Gm92|PRISM	PR domain containing 6	protein-coding
Merged-chr11-49226677-1	chr11	49226599	49226756	+	4.29	NA	Intergenic	Lx3A|LINE|L1	-17514	NM_010794	17308	Mm.196933	NM_010794	ENSMUSG00000020346	Mgat1	Mgat-1	mannoside acetylglucosaminyltransferase 1	protein-coding
Merged-chr8-108152783-1	chr8	108152727	108152840	+	4.29	NA	Intergenic	Intergenic	431894	NR_077224	109215	Mm.65282	NR_077224	ENSMUSG00000110613	Lncbate1	3010033K07Rik|Lnc-BATE1	brown adipose tissue enriched long non-coding RNA 1	ncRNA
Merged-chr17-31497956-1	chr17	31497890	31498023	+	4.27	NA	intron (NM_021322, intron 10 of 10)	RSINE1|SINE|B4	14531	NM_021322	57773	Mm.143771	NM_021322	ENSMUSG00000024037	Wdr4	AI415180|AI448349|D530049K22Rik|Wh	WD repeat domain 4	protein-coding
Merged-chr19-43784940-1	chr19	43784862	43785019	+	4.27	NA	intron (NM_013806, intron 2 of 31)	intron (NM_013806, intron 2 of 31)	2632	NM_013806	12780	Mm.39054	NM_013806	ENSMUSG00000025194	Abcc2	AI173996|Abc30|Cmoat|Mrp2|cMRP	ATP-binding cassette, sub-family C (CFTR/MRP), member 2	protein-coding
Merged-chr13-34335544-1	chr13	34335380	34335709	+	4.26	NA	intron (NM_001033167, intron 1 of 10)	intron (NM_001033167, intron 1 of 10)	9638	NM_001033167	73102	Mm.23932	NM_001033167	ENSMUSG00000038267	Slc22a23	3110004L20Rik	solute carrier family 22, member 23	protein-coding
Merged-chr4-131383830-1	chr4	131383637	131384024	+	4.26	NA	Intergenic	Tigger17c|DNA|TcMar-Tigger	-373356	NR_130167	77835	Mm.348412	NR_130167	ENSMUSG00000086262	A930031H19Rik	A930004I12Rik	RIKEN cDNA A930031H19 gene	ncRNA
Merged-chr18-12763387-1	chr18	12763304	12763472	+	4.26	NA	intron (NM_207530, intron 22 of 27)	intron (NM_207530, intron 22 of 27)	22033	NM_027687	71132	Mm.179740	NM_027687	ENSMUSG00000024430	Cabyr	1700016C01Rik|4933421A18Rik|CBP86|FSP-2	calcium-binding tyrosine-(Y)-phosphorylation regulated (fibrousheathin 2)	protein-coding
Merged-chr13-76531543-1	chr13	76531427	76531661	+	4.26	NA	intron (NM_030174, intron 1 of 20)	RMER1B|Other|Other	146583	NM_030174	78771	Mm.316249	NM_030174	ENSMUSG00000021596	Mctp1	2810465F10Rik	multiple C2 domains, transmembrane 1	protein-coding
Merged-chr11-24128094-1	chr11	24128032	24128158	+	4.25	NA	intron (NM_001242934, intron 2 of 3)	intron (NM_001242934, intron 2 of 3)	47400	NM_001159290	14025	Mm.53687	NM_016707	ENSMUSG00000000861	Bcl11a	2810047E18Rik|BCL-11A|Ctip1|D930021L15Rik|Evi9|Evi9a|Evi9b|Evi9c|mKIAA1809	B cell CLL/lymphoma 11A (zinc finger protein)	protein-coding
Merged-chr13-113536147-1	chr13	113536060	113536235	+	4.24	NA	Intergenic	Intergenic	-33303	NR_045501	70917	Mm.491036	NR_045501	ENSMUSG00000114790	4921509O07Rik	-	RIKEN cDNA 4921509O07 gene	ncRNA
Merged-chr13-89968940-2	chr13	89968831	89969044	+	4.24	NA	intron (NM_028012, intron 6 of 7)	intron (NM_028012, intron 6 of 7)	120671	NM_028012	108138	Mm.37531	NM_028012	ENSMUSG00000021615	Xrcc4	2310057B22Rik|AW413319|AW545101	X-ray repair complementing defective repair in Chinese hamster cells 4	protein-coding
Merged-chr3-21225200-3	chr3	21225026	21225376	+	4.24	NA	Intergenic	Intergenic	-851451	NM_030732	81004	Mm.202966	NM_030732	ENSMUSG00000027630	Tbl1xr1	8030499H02Rik|A630076E03Rik|AW539987|C21|C230089I12Rik|DC42|Ira1|TBLR1	transducin (beta)-like 1X-linked receptor 1	protein-coding
Merged-chr17-3353099-3	chr17	3352937	3353371	+	4.23	NA	intron (NM_001122998, intron 1 of 26)	intron (NM_001122998, intron 1 of 26)	26581	NM_001122998	24001	Mm.137134	NM_011878	ENSMUSG00000023800	Tiam2	3000002F19Rik|STEF|mKIAA2016	T cell lymphoma invasion and metastasis 2	protein-coding
Merged-chr10-4657791-1	chr10	4657692	4657891	+	4.23	NA	intron (NM_007956, intron 1 of 8)	intron (NM_007956, intron 1 of 8)	45802	NM_007956	13982	Mm.9213	NM_007956	ENSMUSG00000019768	Esr1	ER|ER-alpha|ERa|ERalpha|ESR|Estr|Estra|Nr3a1	estrogen receptor 1 (alpha)	protein-coding
Merged-chr18-11107261-1	chr18	11107184	11107340	+	4.23	NA	Intergenic	Intergenic	-54695	NR_105022	68434	Mm.57626	NR_105022	ENSMUSG00000097222	1010001N08Rik	Gata6as	RIKEN cDNA 1010001N08 gene	ncRNA
Merged-chr15-94090759-1	chr15	94090683	94090837	+	4.23	NA	Intergenic	Intergenic	-156442	NR_045629	328594	Mm.135523	NR_045629		D630010B17Rik	Gm811	RIKEN cDNA D630010B17 gene	ncRNA
Merged-chr4-98029277-1	chr4	98029177	98029378	+	4.23	NA	intron (NM_001122953, intron 6 of 9)	intron (NM_001122953, intron 6 of 9)	251651	NM_010905	18027	Mm.31274	NM_010905	ENSMUSG00000028565	Nfia	1110047K16Rik|9430022M17Rik|CTF|NF1-A|NF1A	nuclear factor I/A	protein-coding
Merged-chr13-62887965-1	chr13	62887879	62888053	+	4.23	NA	exon (NM_019395, exon 1 of 7)	exon (NM_019395, exon 1 of 7)	316	NM_019395	14121	Mm.423078	NM_019395	ENSMUSG00000069805	Fbp1	Fbp-2|Fbp2|Fbp3	fructose bisphosphatase 1	protein-coding
Merged-chr7-63837627-1	chr7	63837530	63837725	+	4.23	NA	Intergenic	Intergenic	-79230	NM_001256311	381994	Mm.425466	NM_001256311	ENSMUSG00000095061	E030018B13Rik	Gm1697	RIKEN cDNA E030018B13 gene	protein-coding
Merged-chr9-102903231-1	chr9	102903158	102903305	+	4.23	NA	intron (NM_001042607, intron 13 of 14)	intron (NM_001042607, intron 13 of 14)	68311	NM_001042607	20187	Mm.335391	NM_013649	ENSMUSG00000032547	Ryk	AW536699|ERK-3|Vik	receptor-like tyrosine kinase	protein-coding
Merged-chr8-11904849-1	chr8	11904767	11904932	+	4.23	NA	Intergenic	B4|SINE|B4	64328	NM_029326	75528	Mm.440342	NM_029326	ENSMUSG00000031512	Tex29	1700018L24Rik	testis expressed 29	protein-coding
Merged-chr2-157906882-1	chr2	157906803	157906962	+	4.23	NA	Intergenic	MIR|SINE|MIR	-7771	NM_198627	277432	Mm.441156	NM_198627	ENSMUSG00000037843	Vstm2l	Gm691	V-set and transmembrane domain containing 2-like	protein-coding
Merged-chr4-125056170-1	chr4	125056077	125056265	+	4.23	NA	TTS (NM_145552)	TTS (NM_145552)	9486	NM_175223	75563	Mm.50304	NM_175223	ENSMUSG00000042707	Dnali1	1700023A09Rik|AW049135	dynein, axonemal, light intermediate polypeptide 1	protein-coding
Merged-chr16-33303698-1	chr16	33303618	33303779	+	4.23	NA	Intergenic	Intergenic	52242	NM_080557	69150	Mm.28196	NM_080557	ENSMUSG00000022808	Snx4	1810036H14Rik|AI037066	sorting nexin 4	protein-coding
Merged-chr2-49878768-1	chr2	49878714	49878823	+	4.23	NA	intron (NM_027990, intron 3 of 9)	intron (NM_027990, intron 3 of 9)	91082	NM_027990	71897	Mm.41381	NM_027990	ENSMUSG00000026765	Lypd6b	2310010M24Rik|AW049525	LY6/PLAUR domain containing 6B	protein-coding
Merged-chr13-83686118-1	chr13	83686059	83686178	+	4.23	NA	Intergenic	L1_Mus3|LINE|L1	-35263	NR_152244	320203	Mm.245636	NM_177100	ENSMUSG00000050334	C130071C03Rik	2810449C10Rik|ECONEXIN|EyeLinc1|Visc-1	RIKEN cDNA C130071C03 gene	ncRNA
Merged-chr15-90230833-1	chr15	90230759	90230909	+	4.23	NA	TTS (NM_001033441)	TTS (NM_001033441)	6474	NR_106106	102466838		NR_106106	ENSMUSG00000099319	Mir7648	Gm27736|mmu-mir-7648	microRNA 7648	ncRNA
Merged-chr10-120726500-1	chr10	120726444	120726558	+	4.22	NA	Intergenic	ORR1A2|LTR|ERVL-MaLR	-39231	NR_038000	70874	Mm.427286	NR_038000	ENSMUSG00000044544	4921513I03Rik	-	RIKEN cDNA 4921513I03 gene	ncRNA
Merged-chr8-91434949-1	chr8	91434780	91435119	+	4.22	NA	intron (NM_011936, intron 3 of 8)	intron (NM_011936, intron 3 of 8)	121424	NM_011936	26383	Mm.4375	NM_011936	ENSMUSG00000055932	Fto	AW743446|mKIAA1752	fat mass and obesity associated	protein-coding
Merged-chr2-158588794-1	chr2	158588723	158588866	+	4.22	NA	Intergenic	Intergenic	21929	NR_040359	100045469	Mm.143404	NR_040358	ENSMUSG00000086496	Gm14204	-	predicted gene 14204	ncRNA
