PeakID (cmd=annotatePeaks.pl DN1_less_accessible_peaks.txt mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
1524	chr13	107825203	107825455	+	0	NA	intron (NM_145456, intron 5 of 17)	intron (NM_145456, intron 5 of 17)	64735	NM_145456	67263	Mm.490418	NM_145456		Zswim6	2900036G02Rik|mKIAA1577	zinc finger SWIM-type containing 6	protein-coding
1760	chr17	3156116	3156489	+	0	NA	intron (NM_134123, intron 3 of 19)	intron (NM_134123, intron 3 of 19)	41330	NM_134123	106583	Mm.124373	NM_134123	ENSMUSG00000046201	Scaf8	A630086M08Rik|A930036P18Rik|AA408306|AI447644|AI448652|AU015035|Rbm16|mKIAA1116	SR-related CTD-associated factor 8	protein-coding
1478	chr13	47056882	47057045	+	0	NA	intron (NM_172262, intron 6 of 20)	intron (NM_172262, intron 6 of 20)	13464	NM_172262	218214	Mm.31259	NM_172262	ENSMUSG00000038080	Kdm1b	4632428N09Rik|AI482520|Aof1	lysine (K)-specific demethylase 1B	protein-coding
1557	chr14	44859244	44859460	+	0	NA	promoter-TSS (NM_008962)	promoter-TSS (NM_008962)	23	NM_008962	19214	Mm.5105	NM_008962	ENSMUSG00000071489	Ptgdr	DP|PGD	prostaglandin D receptor	protein-coding
731	chr6	71076603	71076996	+	0	NA	Intergenic	B1_Mur2|SINE|Alu	67581	NM_178413	232078	Mm.37547	NM_178413	ENSMUSG00000054474	Thnsl2	BC051244|TSH2	threonine synthase-like 2 (bacterial)	protein-coding
891	chr7	98109135	98109416	+	0	NA	promoter-TSS (NM_001256083)	promoter-TSS (NM_001256083)	-27	NM_001256082	17921	Mm.1403	NM_008663	ENSMUSG00000030761	Myo7a	Hdb|Myo7|USH1B|nmf371|polka|sh-1|sh1	myosin VIIA	protein-coding
823	chr7	27382086	27382265	+	0	NA	intron (NM_032610, intron 20 of 35)	intron (NM_032610, intron 20 of 35)	12331	NM_001199235	80297	Mm.459123	NM_032610	ENSMUSG00000011751	Sptbn4	1700022P15Rik|5830426A08Rik|ROSA62|SpbIV|Spnb4|dyn|lnd|nmf261|nmf379|qv	spectrin beta, non-erythrocytic 4	protein-coding
949	chr8	25132231	25132417	+	0	NA	Intergenic	Intergenic	26909	NR_106187	102467006		NR_106187	ENSMUSG00000099142	Mir8108	Gm27484|mmu-mir-8108	microRNA 8108	ncRNA
1788	chr17	15137511	15137956	+	0	NA	Intergenic	Intergenic	96093	NM_001360401	381062	Mm.393767	NM_183133	ENSMUSG00000036552	Ermard	2210404J11Rik|2410011O22Rik|AI448938	ER membrane associated RNA degradation	protein-coding
1791	chr17	24432482	24432749	+	0	NA	intron (NM_010023, intron 2 of 6)	intron (NM_010023, intron 2 of 6)	5932	NM_010023	13177	Mm.291743	NM_010023	ENSMUSG00000024132	Eci1	Dci|eci	enoyl-Coenzyme A delta isomerase 1	protein-coding
548	chr4	142133580	142133787	+	0	NA	intron (NM_144531, intron 7 of 13)	intron (NM_144531, intron 7 of 13)	-49379	NM_145402	214359	Mm.27587	NM_145402	ENSMUSG00000040616	Tmem51	BC003277	transmembrane protein 51	protein-coding
1001	chr8	94733984	94734178	+	0	NA	Intergenic	Intergenic	-11603	NM_009137	20299	Mm.12895	NM_009137	ENSMUSG00000031779	Ccl22	ABCD-1|DCBCK|MDC|Scya22	chemokine (C-C motif) ligand 22	protein-coding
701	chr6	38088540	38088745	+	0	NA	exon (NM_080467, exon 5 of 21)	exon (NM_080467, exon 5 of 21)	-20711	NM_029921	77522	Mm.387207	NM_029921	ENSMUSG00000029829	Tmem213	D630002J15Rik	transmembrane protein 213	protein-coding
955	chr8	26835751	26835951	+	0	NA	Intergenic	Intergenic	-11428	NR_045904	72316	Mm.490534	NR_045904	ENSMUSG00000100335	2310008N11Rik	-	RIKEN cDNA 2310008N11 gene	ncRNA
517	chr4	106934940	106935191	+	0	NA	intron (NM_001355532, intron 1 of 14)	intron (NM_001355532, intron 1 of 14)	11880	NM_001355532	72475	Mm.195635	NM_023672	ENSMUSG00000061887	Ssbp3	2610021L12Rik|2610200M23Rik|5730488C10Rik|AI854733|AW551939|LAST|SSDP1	single-stranded DNA binding protein 3	protein-coding
1909	chr18	20801638	20801996	+	0	NA	Intergenic	Intergenic	-55413	NM_019737	56386	Mm.393827	NM_019737	ENSMUSG00000056124	B4galt6	AA536803|AU022389	UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 6	protein-coding
636	chr5	103725511	103725740	+	0	NA	Intergenic	Intergenic	-28537	NM_133919	17355	Mm.6949	NM_133919	ENSMUSG00000029313	Aff1	9630032B01Rik|AW319193|Af4|Mllt2h|Rob	AF4/FMR2 family, member 1	protein-coding
1126	chr10	8009993	8010184	+	0	NA	Intergenic	Intergenic	-53965	NM_138667	68652	Mm.193041	NM_138667	ENSMUSG00000015755	Tab2	1110030N06Rik|A530078N03Rik|Map3k7ip2|mKIAA0733	TGF-beta activated kinase 1/MAP3K7 binding protein 2	protein-coding
771	chr6	115666439	115666658	+	0	NA	intron (NM_001356333, intron 1 of 17)	intron (NM_001356333, intron 1 of 17)	9340	NM_001356334	110157	Mm.184163	NM_029780	ENSMUSG00000000441	Raf1	6430402F14Rik|AA990557|BB129353|Craf1|D830050J10Rik|Raf-1|c-Raf|cRaf|v-Raf	v-raf-leukemia viral oncogene 1	protein-coding
1622	chr14	105098494	105098663	+	0	NA	Intergenic	Lx8|LINE|L1	78736	NM_001368685	74213	Mm.124957	NM_134077	ENSMUSG00000022119	Rbm26	1700009P03Rik|AI447318|C230097K14Rik|C86225|MLZ-393|Pro1777|Se70-2	RNA binding motif protein 26	protein-coding
792	chr6	134202179	134202395	+	0	NA	intron (NM_007961, intron 2 of 7)	intron (NM_007961, intron 2 of 7)	166587	NM_007961	14011	Mm.269995	NM_007961	ENSMUSG00000030199	Etv6	AW123102|AW557856|Tel	ets variant 6	protein-coding
1301	chr11	86959093	86959273	+	0	NA	intron (NM_001005341, intron 2 of 4)	intron (NM_001005341, intron 2 of 4)	34579	NM_001005341	77864	Mm.191894	NM_001005341	ENSMUSG00000018427	Ypel2	6430570G24|E130113K08Rik	yippee like 2	protein-coding
51	chr1	84958503	84958669	+	0	NA	Intergenic	Intergenic	-23503	NM_027921	71781	Mm.158754	NM_027921	ENSMUSG00000026220	Slc16a14	1110004H10Rik	solute carrier family 16 (monocarboxylic acid transporters), member 14	protein-coding
856	chr7	65061022	65061256	+	0	NA	intron (NM_183087, intron 1 of 9)	(CA)n|Simple_repeat|Simple_repeat	95389	NM_183087	70638	Mm.441986	NM_183087	ENSMUSG00000030518	Fam189a1	5730507A09Rik|AW047451	family with sequence similarity 189, member A1	protein-coding
1775	chr17	8868873	8869074	+	0	NA	intron (NM_001347321, intron 1 of 21)	intron (NM_001347321, intron 1 of 21)	18988	NM_001347321	23984	Mm.87161	NM_011866	ENSMUSG00000023868	Pde10a	-	phosphodiesterase 10A	protein-coding
1108	chr9	107611484	107611665	+	0	NA	Intergenic	Intergenic	-2333	NM_001291539	20347	Mm.4083	NM_009153	ENSMUSG00000057969	Sema3b	SemA|Semaa|sema5|semaV	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3B	protein-coding
1805	chr17	31937218	31937620	+	0	NA	Intergenic	Intergenic	-81615	NM_010831	17691	Mm.290941	NM_010831	ENSMUSG00000024042	Sik1	Hrt-20|Msk|Sik|Sik-1|Snf1lk	salt inducible kinase 1	protein-coding
1586	chr14	65922198	65922417	+	0	NA	intron (NM_172604, intron 5 of 5)	intron (NM_172604, intron 5 of 5)	31437	NM_172604	219151	Mm.344095	NM_172604	ENSMUSG00000034463	Scara3	APC7|C130058N24Rik|CSR|CSR1|MSLR1|MSRL1	scavenger receptor class A, member 3	protein-coding
1724	chr16	32740375	32740684	+	0	NA	intron (NM_080457, intron 1 of 26)	intron (NM_080457, intron 1 of 26)	4643	NM_080457	140474	Mm.214599	NM_080457	ENSMUSG00000079620	Muc4	4933405I11Rik|Asgp	mucin 4	protein-coding
756	chr6	99295753	99296037	+	0	NA	intron (NM_053202, intron 2 of 18)	intron (NM_053202, intron 2 of 18)	-29380	NM_001197321	108655	Mm.234965	NM_053202	ENSMUSG00000030067	Foxp1	3110052D19Rik|4932443N09Rik|AI461938|AW494214	forkhead box P1	protein-coding
393	chr3	116398675	116398982	+	0	NA	intron (NM_001080818, intron 3 of 15)	intron (NM_001080818, intron 3 of 15)	25204	NM_001080818	229776	Mm.17647	NM_001080818	ENSMUSG00000033502	Cdc14a	A830059A17Rik|CDC14A2|CDC14a1|Cdc14	CDC14 cell division cycle 14A	protein-coding
1872	chr17	87148497	87148684	+	0	NA	Intergenic	Intergenic	40911	NM_019654	56468	Mm.126885	NM_019654	ENSMUSG00000037104	Socs5	1810018L08Rik|Cish5|mKIAA0671	suppressor of cytokine signaling 5	protein-coding
151	chr2	10374607	10374852	+	0	NA	intron (NM_177386, intron 1 of 22)	intron (NM_177386, intron 1 of 22)	2293	NM_001198809	353282	Mm.329991	NM_177386	ENSMUSG00000061186	Sfmbt2	D2Wsu23e|D330030P06Rik	Scm-like with four mbt domains 2	protein-coding
1195	chr10	82670384	82670558	+	0	NA	intron (NM_029102, intron 2 of 9)	intron (NM_029102, intron 2 of 9)	20179	NM_029102	74782	Mm.191281	NM_029102	ENSMUSG00000020251	Glt8d2	1110021D20Rik	glycosyltransferase 8 domain containing 2	protein-coding
104	chr1	149948388	149948681	+	0	NA	intron (NM_008869, intron 1 of 17)	intron (NM_008869, intron 1 of 17)	12756	NM_008869	18783	Mm.4186	NM_008869	ENSMUSG00000056220	Pla2g4a	Pla2g4|cPLA2|cPLA2-alpha|cPLA2alpha	phospholipase A2, group IVA (cytosolic, calcium-dependent)	protein-coding
426	chr3	159885381	159885679	+	0	NA	intron (NM_001356349, intron 3 of 12)	intron (NM_001356349, intron 3 of 12)	45880	NM_026582	68151	Mm.6766	NM_026582	ENSMUSG00000028173	Wls	5031439A09Rik|AI173978|AI987742|EVI|Gpr177	wntless WNT ligand secretion mediator	protein-coding
1190	chr10	80218391	80218679	+	0	NA	intron (NR_038088, intron 1 of 4)	intron (NR_038088, intron 1 of 4)	-8063	NM_023431	68114	Mm.273418	NM_023431	ENSMUSG00000020156	Pwwp3a	2610019J09|9430059D04Rik|Mum1|UBE-1C2	PWWP domain containing 3A, DNA repair factor	protein-coding
1735	chr16	55698522	55698880	+	0	NA	Intergenic	Intergenic	123437	NM_001159394	80859	Mm.247272	NM_030612	ENSMUSG00000035356	Nfkbiz	AA408868|INAP|Mail	nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, zeta	protein-coding
1561	chr14	45399800	45400269	+	0	NA	Intergenic	B3A|SINE|B2	-11238	NM_019425	54342	Mm.312945	NM_019425	ENSMUSG00000037722	Gnpnat1	AU017428|AU040593|EMeg32|Gpnat1|Gsnpat	glucosamine-phosphate N-acetyltransferase 1	protein-coding
909	chr7	128728672	128728865	+	0	NA	intron (NM_145955, intron 1 of 15)	L1MD|LINE|L1	11661	NM_145955	210711	Mm.58882	NM_145955	ENSMUSG00000048170	Mcmbp	1110007A13Rik|AU017382|BC025641|MCM-BP	minichromosome maintenance complex binding protein	protein-coding
2023	chrX	95026525	95026808	+	0	NA	promoter-TSS (NM_178753)	promoter-TSS (NM_178753)	16	NM_178753	270624	Mm.115205	NM_178753	ENSMUSG00000071722	Spin4	9630042H07Rik	spindlin family, member 4	protein-coding
872	chr7	79848152	79848408	+	0	NA	promoter-TSS (NM_008486)	promoter-TSS (NM_008486)	-70	NM_008486	16790	Mm.4487	NM_008486	ENSMUSG00000039062	Anpep	AP-M|AP-N|Apn|Cd13|P150	alanyl (membrane) aminopeptidase	protein-coding
915	chr7	132719511	132719757	+	0	NA	intron (NM_175268, intron 4 of 4)	intron (NM_175268, intron 4 of 4)	57282	NM_001347630	77938	Mm.225649	NM_175268	ENSMUSG00000030956	Fam53b	A930008G19Rik|mKIAA0140	family with sequence similarity 53, member B	protein-coding
1730	chr16	42781515	42781757	+	0	NA	intron (NR_040521, intron 1 of 3)	intron (NR_040521, intron 1 of 3)	93951	NR_040521	75722	Mm.243747	NR_040521	ENSMUSG00000075070	4932412D23Rik	Gm10809	RIKEN cDNA 4932412D23 gene	ncRNA
1907	chr18	14438390	14438636	+	0	NA	Intergenic	Intergenic	206207	NR_045373	74529	Mm.400519	NR_045373	ENSMUSG00000117633	8430422H06Rik	-	RIKEN cDNA 8430422H06 gene	ncRNA
1906	chr18	14374720	14374941	+	0	NA	Intergenic	Intergenic	142524	NR_045373	74529	Mm.400519	NR_045373	ENSMUSG00000117633	8430422H06Rik	-	RIKEN cDNA 8430422H06 gene	ncRNA
686	chr6	21955546	21955951	+	0	NA	intron (NM_001311061, intron 4 of 11)	Lx8|LINE|L1	6133	NM_023626	71777	Mm.39999	NM_023626	ENSMUSG00000029670	Ing3	1300013A07Rik|P47ING3	inhibitor of growth family, member 3	protein-coding
626	chr5	93288596	93288902	+	0	NA	Intergenic	Intergenic	21176	NM_007635	12452	Mm.3527	NM_007635	ENSMUSG00000029385	Ccng2	-	cyclin G2	protein-coding
1008	chr8	107551217	107551389	+	0	NA	promoter-TSS (NR_029553)	promoter-TSS (NR_029553)	59	NR_029553	387158		NR_029553	ENSMUSG00000065439	Mir140	Mirn140|mir-140|mmu-mir-140	microRNA 140	ncRNA
1464	chr13	41436884	41437067	+	0	NA	intron (NM_001111324, intron 1 of 7)	intron (NM_001111324, intron 1 of 7)	50385	NM_001111324	18003	Mm.288980	NM_017464	ENSMUSG00000021365	Nedd9	Cas-L|CasL|HEF1|MEF1|Nedd-9|p105	neural precursor cell expressed, developmentally down-regulated gene 9	protein-coding
699	chr6	34952471	34952784	+	0	NA	intron (NM_001025573, intron 7 of 7)	intron (NM_001025573, intron 7 of 7)	25372	NM_001025573	243753	Mm.440221	NM_001025573	ENSMUSG00000029847	Slc23a4	2010107G12Rik|Gm468	solute carrier family 23 member 4	protein-coding
1154	chr10	40969535	40969794	+	0	NA	Intergenic	Intergenic	86130	NM_031877	83767	Mm.41353	NM_031877	ENSMUSG00000019831	Wasf1	AI195380|AI838537|Scar|WAVE|WAVE-1	WAS protein family, member 1	protein-coding
681	chr6	5093617	5093878	+	0	NA	intron (NM_001363809, intron 6 of 15)	MLT1F2|LTR|ERVL-MaLR	100199	NM_011134	18979	Mm.237657	NM_011134	ENSMUSG00000002588	Pon1	Pon	paraoxonase 1	protein-coding
1220	chr10	114800539	114800724	+	0	NA	exon (NM_146241, exon 1 of 19)	exon (NM_146241, exon 1 of 19)	739	NM_146241	237553	Mm.445550	NM_146241	ENSMUSG00000050663	Trhde	9330155P21Rik	TRH-degrading enzyme	protein-coding
451	chr4	40844260	40844603	+	0	NA	intron (NM_022305, intron 1 of 5)	intron (NM_022305, intron 1 of 5)	5707	NR_039584	100628614		NR_039584	ENSMUSG00000096377	Mir5123	mmu-mir-5123|mu-mir-5123	microRNA 5123	ncRNA
1143	chr10	24651110	24651326	+	0	NA	intron (NM_001308327, intron 20 of 24)	intron (NM_001308327, intron 20 of 24)	-55415	NR_163910								
1705	chr16	19953522	19953737	+	0	NA	exon (NM_183390, exon 4 of 7)	exon (NM_183390, exon 4 of 7)	29420	NM_183390	239743	Mm.86699	NM_183390	ENSMUSG00000043008	Klhl6	-	kelch-like 6	protein-coding
1821	chr17	46031060	46031259	+	0	NA	intron (NM_001025250, intron 1 of 7)	CpG	1218	NM_001025250	22339	Mm.282184	NM_009505	ENSMUSG00000023951	Vegfa	Vegf|Vpf	vascular endothelial growth factor A	protein-coding
367	chr3	82880462	82880650	+	0	NA	intron (NR_040382, intron 2 of 3)	intron (NR_040382, intron 2 of 3)	3851	NR_040382	78212	Mm.399202	NR_040381	ENSMUSG00000086273	Rbm46os	4930444E23Rik|4930564K09Rik|Lratos	RNA binding motif protein 46, opposite strand	ncRNA
1423	chr12	111853152	111853510	+	0	NA	intron (NM_011625, intron 4 of 16)	intron (NM_011625, intron 4 of 16)	39161	NM_026752	68520	Mm.390497	NM_026752	ENSMUSG00000021286	Zfyve21	1110013H04Rik|AW558780|C85416	zinc finger, FYVE domain containing 21	protein-coding
1300	chr11	86741441	86741667	+	0	NA	intron (NM_001003908, intron 1 of 31)	ID_B1|SINE|B4	16013	NM_001003908	67300	Mm.254588	NM_001003908	ENSMUSG00000047126	Cltc	3110065L21Rik|CHC|R74732	clathrin, heavy polypeptide (Hc)	protein-coding
677	chr5	150333032	150333240	+	0	NA	intron (NM_172887, intron 3 of 60)	intron (NM_172887, intron 3 of 60)	73206	NM_172887	320365	Mm.216590	NM_172887	ENSMUSG00000056602	Fry	13CDNA73|9330186A19Rik|AF346502|AI462658|C87180|D930046M03|cg003|mKIAA4143	FRY microtubule binding protein	protein-coding
292	chr2	153022974	153023141	+	0	NA	Intergenic	Intergenic	-7674	NM_178939	68559	Mm.12746	NM_178939	ENSMUSG00000027472	Pdrg1	1110004D19Rik|AU020945|AV006589|Pdrg	p53 and DNA damage regulated 1	protein-coding
573	chr5	16445143	16445380	+	0	NA	Intergenic	Lx5|LINE|L1	-108234	NM_001289458	15234	Mm.267078	NM_010427	ENSMUSG00000028864	Hgf	C230052L06Rik|HGF/SF|NK1|NK2|SF|SF/HGF	hepatocyte growth factor	protein-coding
1848	chr17	72820588	72820901	+	0	NA	Intergenic	Lx4A|LINE|L1	-15884	NM_027166	383295	Mm.277533	NM_027166	ENSMUSG00000039770	Ypel5	2310076K21Rik|CGI-127	yippee like 5	protein-coding
703	chr6	38785784	38786076	+	0	NA	intron (NM_001294144, intron 2 of 14)	intron (NM_001294144, intron 2 of 14)	51381	NM_001136065	15258	Mm.23790	NM_010433	ENSMUSG00000061436	Hipk2	1110014O20Rik|B230339E18Rik|Stank	homeodomain interacting protein kinase 2	protein-coding
1320	chr11	114639667	114640076	+	0	NA	Intergenic	Intergenic	-28709	NM_001048058	67671	Mm.238817	NM_023372	ENSMUSG00000057322	Rpl38	0610025G13Rik|Rbt|Ts|Tss	ribosomal protein L38	protein-coding
142	chr1	192834755	192834933	+	0	NA	non-coding (NR_155503, exon 1 of 1)	non-coding (NR_155503, exon 1 of 1)	369	NR_155503	320952	Mm.100944	NR_155503		A730013G03Rik	-	RIKEN cDNA A730013G03 gene	ncRNA
1157	chr10	41751868	41752073	+	0	NA	intron (NR_152819, intron 1 of 3)	RMER13A|LTR|ERVK	5249	NR_152819	100196896	Mm.444764	NR_152819		BC048559	-	cDNA sequence BC048559	ncRNA
1114	chr9	110440112	110440452	+	0	NA	intron (NM_001360306, intron 4 of 9)	intron (NM_001360306, intron 4 of 9)	20474	NM_008694	18054	Mm.236225	NM_008694	ENSMUSG00000032484	Ngp	bectenecin	neutrophilic granule protein	protein-coding
1177	chr10	68527688	68528027	+	0	NA	intron (NM_028491, intron 2 of 7)	intron (NM_028491, intron 2 of 7)	14018	NM_028491	73287	Mm.141830	NM_028491	ENSMUSG00000019945	Cabcoco1	1700040L02Rik	ciliary associated calcium binding coiled-coil 1	protein-coding
1671	chr15	62818616	62818902	+	0	NA	Intergenic	MIRc|SINE|MIR	-599308	NR_003523	67552	Mm.484027	NM_026230		H2afy3	4933432H23Rik	H2A histone family, member Y3	pseudo
898	chr7	110156958	110157188	+	0	NA	Intergenic	Intergenic	35014	NM_009516	22390	Mm.287173	NM_009516	ENSMUSG00000031016	Wee1	Wee1A	WEE 1 homolog 1 (S. pombe)	protein-coding
221	chr2	84296594	84296800	+	0	NA	Intergenic	Intergenic	128569	NM_018782	54598	Mm.75467	NM_018782	ENSMUSG00000059588	Calcrl	AV071593|CRLR	calcitonin receptor-like	protein-coding
1723	chr16	32698604	32698840	+	0	NA	Intergenic	Intergenic	25568	NM_001289443	51789	Mm.251115	NM_016788	ENSMUSG00000022791	Tnk2	Ack|Ack-1|Ack1|Cdgip|Pyk1	tyrosine kinase, non-receptor, 2	protein-coding
1412	chr12	104153334	104153735	+	0	NA	intron (NM_008458, intron 1 of 4)	intron (NM_008458, intron 1 of 4)	338	NM_008458	16625	Mm.422814	NM_008458	ENSMUSG00000066361	Serpina3c	1A1|Kalbp|Klkbp|spi2	serine (or cysteine) peptidase inhibitor, clade A, member 3C	protein-coding
1061	chr9	35475415	35475642	+	0	NA	intron (NM_021339, intron 10 of 18)	intron (NM_021339, intron 10 of 18)	23452	NM_021339	57810	Mm.80509	NM_021339	ENSMUSG00000038119	Cdon	CDO|Cd0|Orcam	cell adhesion molecule-related/down-regulated by oncogenes	protein-coding
200	chr2	60504617	60505354	+	0	NA	intron (NM_008867, intron 6 of 29)	L1MA6|LINE|L1	48323	NM_008867	18779	Mm.5092	NM_008867	ENSMUSG00000054580	Pla2r1	Pla2-r|Pla2g1br|Pla2r	phospholipase A2 receptor 1	protein-coding
199	chr2	60484218	60484462	+	0	NA	intron (NM_008867, intron 10 of 29)	ORR1B1|LTR|ERVL-MaLR	68968	NM_008867	18779	Mm.5092	NM_008867	ENSMUSG00000054580	Pla2r1	Pla2-r|Pla2g1br|Pla2r	phospholipase A2 receptor 1	protein-coding
40	chr1	69165318	69165490	+	0	NA	Intergenic	Intergenic	-57345	NM_010154	13869	Mm.442420	NM_010154	ENSMUSG00000062209	Erbb4	Her4|c-erbB-4	erb-b2 receptor tyrosine kinase 4	protein-coding
1954	chr18	75578867	75579046	+	0	NA	intron (NM_201354, intron 6 of 11)	intron (NM_201354, intron 6 of 11)	64311	NR_045879	100038353	Mm.440724	NR_045879	ENSMUSG00000097712	Gm10532	-	predicted gene 10532	ncRNA
2011	chrX	23710280	23710525	+	0	NA	intron (NM_175180, intron 1 of 19)	intron (NM_175180, intron 1 of 19)	17351	NM_001305675	72404	Mm.423	NM_175180	ENSMUSG00000036769	Wdr44	2610034K17Rik|RAB11BP|RPH11	WD repeat domain 44	protein-coding
1668	chr15	60836318	60836493	+	0	NA	Intergenic	RLTR30D2_MM|LTR|ERV1	-11325	NM_001162926	399603	Mm.411968	NM_207269	ENSMUSG00000072568	Lratd2	BF642811|D330050I23Rik|Fam84b	LRAT domain containing 1	protein-coding
1642	chr15	25450236	25450416	+	0	NA	intron (NR_027376, intron 1 of 1)	MLTR14|LTR|ERV1	36134	NR_027376	432939	Mm.146555	NM_001013791		Gm5468	100040583|EG432939	predicted gene 5468	ncRNA
224	chr2	90071293	90071485	+	0	NA	Intergenic	Lx5|LINE|L1	-19067	NM_020515	57272	Mm.330390	NM_020515	ENSMUSG00000075068	Olfr140	A16|MOR235-1|Ora16	olfactory receptor 140	protein-coding
183	chr2	36254570	36254770	+	0	NA	Intergenic	(GTGTG)n|Simple_repeat|Simple_repeat	24244	NM_008969	19224	Mm.275434	NM_008969	ENSMUSG00000047250	Ptgs1	COX1|Cox-1|Cox-3|PGHS-1|PHS 1|Pghs1	prostaglandin-endoperoxide synthase 1	protein-coding
1497	chr13	73970726	73970905	+	0	NA	intron (NR_153830, intron 2 of 9)	intron (NR_153830, intron 2 of 9)	6964	NM_027704	71164	Mm.66995	NM_027704	ENSMUSG00000069189	Zdhhc11	4933421L13Rik|DHHC-11|Zdhhc20	zinc finger, DHHC domain containing 11	protein-coding
25	chr1	40045688	40045924	+	0	NA	Intergenic	Intergenic	-38908	NM_010555	16178	Mm.1349	NM_010555	ENSMUSG00000026073	Il1r2	CD121b|Il1r-2	interleukin 1 receptor, type II	protein-coding
790	chr6	129030318	129030874	+	0	NA	Intergenic	Intergenic	-15305	NR_024263	232408	Mm.259262	NM_153094	ENSMUSG00000030154	Klrb1f	A630024B12Rik|Nkr-p1f|Nkrp1-f|Nkrp1f	killer cell lectin-like receptor subfamily B member 1F	protein-coding
1861	chr17	84161237	84161975	+	0	NA	Intergenic	Intergenic	26341	NM_001001806	12193	Mm.259321	NM_001001806	ENSMUSG00000045817	Zfp36l2	Brf2|ERF2|Tis11d	zinc finger protein 36, C3H type-like 2	protein-coding
1102	chr9	99182209	99182521	+	0	NA	Intergenic	L3|LINE|CR1	-42154	NM_029094	74769	Mm.213128	NM_029094	ENSMUSG00000032462	Pik3cb	1110001J02Rik|AI447572|p110beta	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta	protein-coding
403	chr3	129446013	129446384	+	0	NA	Intergenic	Intergenic	12525	NR_033594	435755	Mm.430561	NR_033594	ENSMUSG00000105712	Pou5f1-rs4	EG435755|Gm5712|Oct4P1|Otf3-rs4|Otf3d	POU domain, class 5, transcription factor 1, related sequence 4	pseudo
1118	chr9	118876996	118877186	+	0	NA	intron (NM_001113514, intron 11 of 13)	intron (NM_001113514, intron 11 of 13)	-49445	NM_133710	69274	Mm.439928	NM_133710	ENSMUSG00000047409	Ctdspl	2810418J22Rik|AI426263|HYA22|SCP3	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase-like	protein-coding
1686	chr15	95922769	95922981	+	0	NA	intron (NM_175344, intron 8 of 19)	ORR1D2|LTR|ERVL-MaLR	-92803	NR_155276	102634389	Mm.440563	NR_155276	ENSMUSG00000078648	LOC102634389	-	uncharacterized LOC102634389	ncRNA
85	chr1	127662439	127662645	+	0	NA	intron (NM_028135, intron 2 of 7)	intron (NM_028135, intron 2 of 7)	15479	NM_028135	72160	Mm.281287	NM_028135	ENSMUSG00000026347	Tmem163	2610024A01Rik|A-cre|Act-Cre|SV31|Tg(ACTB-cre)2Mrt|actin-cre|cre<actin>	transmembrane protein 163	protein-coding
948	chr8	24606582	24606810	+	0	NA	intron (NR_136908, intron 19 of 19)	intron (NR_136908, intron 19 of 19)	-9744	NM_008324	15930	Mm.392	NM_008324	ENSMUSG00000031551	Ido1	Ido|Indo	indoleamine 2,3-dioxygenase 1	protein-coding
23	chr1	37956813	37956994	+	0	NA	intron (NM_027111, intron 1 of 5)	intron (NM_027111, intron 1 of 5)	856	NM_027111	69541	Mm.389117	NM_027111	ENSMUSG00000026085	Lyg1	2300002O18Rik	lysozyme G-like 1	protein-coding
624	chr5	92363196	92363420	+	0	NA	promoter-TSS (NR_038116)	promoter-TSS (NR_038116)	-12	NR_038116	56066	Mm.131723	NM_019494	ENSMUSG00000060183	Cxcl11	Cxc11|H174|I-tac|Ip9|Itac|Scyb11|Scyb9b|b-R1|betaR1	chemokine (C-X-C motif) ligand 11	protein-coding
175	chr2	28605958	28606189	+	0	NA	Intergenic	Intergenic	15909	NM_001160406	14582	Mm.373385	NM_008114	ENSMUSG00000026815	Gfi1b	Gfi-1B	growth factor independent 1B	protein-coding
1661	chr15	51662290	51662711	+	0	NA	Intergenic	MT2A|LTR|ERVL	202961	NM_080635	68135	Mm.289800	NM_080635	ENSMUSG00000022312	Eif3h	1110008A16Rik|40kD|9430017H16Rik|EIF3-P40|EIF3-gamma|Eif3s3	eukaryotic translation initiation factor 3, subunit H	protein-coding
1399	chr12	89331569	89331809	+	0	NA	intron (NM_172544, intron 6 of 19)	intron (NM_172544, intron 6 of 19)	378299	NM_172544	18191	Mm.425766	NM_172544	ENSMUSG00000066392	Nrxn3	-	neurexin III	protein-coding
1795	chr17	26314280	26314527	+	0	NA	Intergenic	ERVB5_1-I_MM-int|LTR|ERVK	61493	NR_037905	66978	Mm.440216	NM_025881	ENSMUSG00000024188	Luc7l	1810045C04Rik|2410018D03Rik	Luc7-like	protein-coding
1272	chr11	45525312	45525667	+	0	NA	Intergenic	Intergenic	-282594	NR_045876	100009664	Mm.415439	NR_045876		F630206G17Rik	-	RIKEN cDNA F630206G17 gene	ncRNA
